Age,Attrition,BusinessTravel,DailyRate,DailyRate_capped,DailyRate_z,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,HourlyRate_capped,HourlyRate_z,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome_capped,MonthlyIncome_z,MonthlyIncome_isOutlier,MonthlyRate,MonthlyRate_capped,MonthlyRate_z,NumCompaniesWorked,NumCompaniesWorked_capped,NumCompaniesWorked_z,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TotalWorkingYears_capped,TotalWorkingYears_z,TrainingTimesLastYear,WorkLifeBalance,SatisfactionIndex,YearsAtCompany,YearsAtCompany_capped,YearsAtCompany_z,TenureRatio,YearsInCurrentRole,YearsInCurrentRole_capped,YearsInCurrentRole_z,YearsSinceLastPromotion,YearsSinceLastPromotion_capped,YearsSinceLastPromotion_z,YearsWithCurrManager,YearsWithCurrManager_capped,YearsWithCurrManager_z
35,No,Travel_Rarely,809,809,0.016144121680741575,Research & Development,16,3,Medical,1,Male,84,84,0.8907699799741872,4,1,Laboratory Technician,2,Married,2426,2426,-0.8659661675601671,0,16479,16479,0.30429358027631803,0,0.0,-1.078137537747532,No,13,3,3,1,6,6.0,-0.6785426011840899,5,3,2.25,5,5,-0.32778177109816264,0.8333333333333334,4,4.0,-0.06327436663641088,0,0.0,-0.6789146428573514,3,3.0,-0.31476636939512276
29,No,Travel_Rarely,153,153,-1.6095936893759177,Research & Development,15,2,Life Sciences,4,Female,49,49,-0.8308722237496934,2,2,Laboratory Technician,3,Single,4193,4193,-0.490644115679202,0,12682,12682,-0.2291588129924244,0,0.0,-1.078137537747532,Yes,12,3,4,0,10,10.0,-0.16445543525676679,3,3,3.5,9,9,0.32511687874973727,0.9,5,5.0,0.21272954679326922,0,0.0,-0.6789146428573514,8,8.0,1.0865254624871206
31,No,Travel_Rarely,670,670,-0.3283338596254713,Research & Development,26,1,Life Sciences,1,Male,31,31,-1.7162882142362605,3,1,Research Scientist,3,Divorced,2911,2911,-0.7629490791831054,0,15170,15170,0.12038808046362806,1,1.0,-0.6778187248056703,No,17,3,4,1,5,5.0,-0.8070643926659207,1,2,2.5,5,5,-0.32778177109816264,1.0,2,2.0,-0.6152821934957711,4,4.0,0.5623845176139496,3,3.0,-0.31476636939512276
34,No,Travel_Rarely,1346,1346,1.3469691285975496,Research & Development,19,2,Medical,2,Male,93,93,1.3334779752174708,3,1,Laboratory Technician,4,Divorced,2661,2661,-0.8160506711300445,0,8758,8758,-0.780453833057356,0,0.0,-1.078137537747532,No,11,3,3,1,3,3.0,-1.0641079756295821,2,3,3.0,2,2,-0.8174557584840876,0.6666666666666666,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
28,Yes,Travel_Rarely,103,103,-1.7335066322918216,Research & Development,24,3,Life Sciences,3,Male,50,50,-0.7816824465004397,2,1,Laboratory Technician,3,Single,2028,2028,-0.950503901939694,0,12947,12947,-0.1919281350318722,5,5.0,0.9234565269617766,Yes,14,3,2,0,6,6.0,-0.6785426011840899,4,3,2.75,4,4,-0.4910064335601377,0.6666666666666666,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,3,3.0,-0.31476636939512276
29,No,Travel_Rarely,1389,1389,1.453534259505227,Research & Development,21,4,Life Sciences,2,Female,51,51,-0.732492669251186,4,3,Manufacturing Director,1,Divorced,9980,9980,0.7385515347085428,0,10195,10195,-0.5785652133240975,1,1.0,-0.6778187248056703,No,11,3,3,1,10,10.0,-0.16445543525676679,1,3,2.25,10,10,0.48834154121171225,1.0,9,9.0,1.3167452005119897,8,7.5,1.6485212830263376,8,8.0,1.0865254624871206
32,No,Travel_Rarely,334,334,-1.1610288360203456,Research & Development,5,2,Life Sciences,1,Male,80,80,0.6940108709771722,4,1,Research Scientist,2,Divorced,3298,3298,-0.6807478148492437,0,15053,15053,0.1039503849112333,0,0.0,-1.078137537747532,Yes,12,3,4,2,7,7.0,-0.5500208097022591,5,2,2.25,6,6,-0.1645571086361877,0.8571428571428571,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,5,5.0,0.2457503633577746
22,No,Non-Travel,1123,1123,0.7943174031926181,Research & Development,16,2,Medical,4,Male,96,96,1.481047306965232,4,1,Laboratory Technician,4,Divorced,2935,2935,-0.7578513263561992,0,7324,7324,-0.9819209734174763,1,1.0,-0.6778187248056703,Yes,13,3,2,2,1,1.0,-1.3211515585932438,2,2,3.0,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
53,No,Travel_Rarely,1219,1219,1.0322302535911536,Sales,2,4,Life Sciences,1,Female,78,78,0.5956313164786647,2,4,Manager,4,Married,15427,15427,1.8955290200484505,0,22021,22021,1.0829064755871873,2,2.0,-0.27749991186380857,No,16,3,3,0,31,28.5,2.2131977071571027,3,3,2.75,25,18,1.794138840907512,0.8064516129032258,8,8.0,1.0407412870823096,3,3.0,0.2520597274961243,7,7.0,0.8062670961106719
38,No,Travel_Rarely,371,371,-1.0693332582625767,Research & Development,2,3,Life Sciences,4,Male,45,45,-1.0276313327467084,3,1,Research Scientist,4,Single,3944,3944,-0.5435333012583533,0,4306,4306,-1.4059292227946332,5,5.0,0.9234565269617766,Yes,11,3,3,0,6,6.0,-0.6785426011840899,3,3,3.5,3,3,-0.6542310960221126,0.5,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
24,No,Non-Travel,673,673,-0.32089908305051706,Research & Development,11,2,Other,1,Female,96,96,1.481047306965232,4,2,Manufacturing Director,3,Divorced,4011,4011,-0.5293020746165736,0,8232,8232,-0.8543532164809428,0,0.0,-1.078137537747532,No,18,3,4,1,5,5.0,-0.8070643926659207,5,2,2.5,4,4,-0.4910064335601377,0.8,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
36,Yes,Travel_Rarely,1218,1218,1.0297519947328355,Sales,9,4,Life Sciences,3,Male,82,82,0.7923904254756797,2,1,Sales Representative,1,Single,3407,3407,-0.6575955207603783,0,6986,6986,-1.0294076494577278,7,7.0,1.7240941528455003,No,23,4,2,0,10,10.0,-0.16445543525676679,4,3,2.25,5,5,-0.32778177109816264,0.5,3,3.0,-0.339278280066091,0,0.0,-0.6789146428573514,3,3.0,-0.31476636939512276
34,No,Travel_Rarely,419,419,-0.9503768330633089,Research & Development,7,4,Life Sciences,1,Female,53,53,-0.6341131147526785,3,3,Research Director,2,Single,11994,11994,1.1663379594330838,0,21293,21293,0.9806274810389534,0,0.0,-1.078137537747532,No,11,3,3,0,13,13.0,0.22110993918872554,4,3,2.25,12,12,0.8147908661356622,0.9230769230769231,6,6.0,0.48873346022294933,2,2.0,-0.058265062621700905,11,11.0,1.9273005616164665
21,No,Travel_Rarely,391,391,-1.019768081096215,Research & Development,15,2,Life Sciences,3,Male,96,96,1.481047306965232,3,1,Research Scientist,4,Single,1232,1232,-1.119579370698748,0,19281,19281,0.6979553147875154,1,1.0,-0.6778187248056703,No,14,3,4,0,0,0.0,-1.4496733500750745,6,3,3.5,0,0,-1.1439050834080375,0.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
34,Yes,Travel_Rarely,699,699,-0.256464352734247,Research & Development,6,1,Medical,2,Male,83,83,0.8415802027249334,3,1,Research Scientist,1,Single,2960,2960,-0.7525411671615053,0,17102,17102,0.3918207967647106,2,2.0,-0.27749991186380857,No,11,3,3,0,8,8.0,-0.42149901822042835,2,3,2.25,4,4,-0.4910064335601377,0.5,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
53,No,Travel_Rarely,1282,1282,1.1883605616651927,Research & Development,5,3,Other,3,Female,58,58,-0.38816422850640986,3,5,Manager,3,Divorced,19094,16581,2.140645968475521,1,10735,10735,-0.5026989261591986,4,4.0,0.5231377140199149,No,11,3,4,1,26,26.0,1.8918932284525256,3,2,3.0,14,14,1.1412401910596122,0.5384615384615384,13,13.0,2.42076085423071,4,4.0,0.5623845176139496,8,8.0,1.0865254624871206
32,Yes,Travel_Frequently,1125,1125,0.7992739209092543,Research & Development,16,1,Life Sciences,2,Female,72,72,0.30049265298314237,1,1,Research Scientist,1,Single,3919,3919,-0.5488434604530472,0,4681,4681,-1.3532443011523423,1,1.0,-0.6778187248056703,Yes,22,4,2,0,10,10.0,-0.16445543525676679,5,3,2.0,10,10,0.48834154121171225,1.0,2,2.0,-0.6152821934957711,6,6.0,1.1830340978496,7,7.0,0.8062670961106719
42,No,Travel_Rarely,691,691,-0.27629042360079165,Sales,8,4,Marketing,3,Male,48,48,-0.8800620009989472,3,2,Sales Executive,2,Married,6825,6825,0.06840944433817217,0,21173,21173,0.9637683061134202,0,0.0,-1.078137537747532,No,11,3,4,1,10,10.0,-0.16445543525676679,2,3,3.0,9,9,0.32511687874973727,0.9,7,7.0,0.7647373736526294,4,4.0,0.5623845176139496,2,2.0,-0.5950247357715714
44,No,Travel_Rarely,477,477,-0.8066378192808604,Research & Development,7,4,Medical,1,Female,42,42,-1.1752006644944695,2,3,Healthcare Representative,4,Married,10248,10248,0.7954764412756615,0,2094,2094,-1.7167000139219597,3,3.0,0.12281890107805317,No,14,3,4,1,24,24.0,1.6348496454888641,4,3,3.0,22,18,1.794138840907512,0.9166666666666666,6,6.0,0.48873346022294933,5,5.0,0.8727093077317748,17,14.5,2.908204843934037
46,No,Travel_Rarely,705,705,-0.24159479958433855,Sales,2,4,Marketing,2,Female,83,83,0.8415802027249334,3,5,Manager,1,Single,18947,16581,2.140645968475521,1,22822,22822,1.1954414682151207,3,3.0,0.12281890107805317,No,12,3,4,0,22,22.0,1.3778060625252024,2,2,2.25,2,2,-0.8174557584840876,0.09090909090909091,2,2.0,-0.6152821934957711,2,2.0,-0.058265062621700905,1,1.0,-0.8752831021480201
33,No,Travel_Rarely,924,924,0.3011438903873206,Research & Development,2,3,Medical,3,Male,78,78,0.5956313164786647,3,1,Laboratory Technician,4,Single,2496,2496,-0.8510977218150242,0,6670,6670,-1.0738034767616316,4,4.0,0.5231377140199149,No,11,3,4,0,7,7.0,-0.5500208097022591,3,3,3.5,1,1,-0.9806804209460626,0.14285714285714285,1,1.0,-0.8912861069254512,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
44,No,Travel_Rarely,1459,1459,1.6270123795874925,Research & Development,10,4,Other,4,Male,41,41,-1.2243904417437232,3,2,Healthcare Representative,4,Married,6465,6465,-0.008056848065420038,0,19121,19121,0.6754764148868047,2,2.0,-0.27749991186380857,Yes,13,3,4,0,9,9.0,-0.29297722673859755,5,4,4.0,4,4,-0.4910064335601377,0.4444444444444444,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
30,No,Travel_Rarely,125,125,-1.678984937408824,Research & Development,9,2,Medical,4,Male,83,83,0.8415802027249334,2,1,Laboratory Technician,3,Single,2206,2206,-0.9126955684734734,0,16117,16117,0.25343506925095993,1,1.0,-0.6778187248056703,No,13,3,1,0,10,10.0,-0.16445543525676679,5,3,2.75,10,10,0.48834154121171225,1.0,0,0.0,-1.1672900203551313,1,1.0,-0.3685898527395261,8,8.0,1.0865254624871206
39,Yes,Travel_Rarely,895,895,0.2292743834960963,Sales,5,3,Technical Degree,4,Male,56,56,-0.4865437830049173,3,2,Sales Representative,4,Married,2086,2086,-0.9381843326080043,0,3335,3335,-1.5423480465670718,3,3.0,0.12281890107805317,No,14,3,3,1,19,19.0,0.9922406880797102,6,4,3.75,1,1,-0.9806804209460626,0.05263157894736842,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
24,Yes,Travel_Rarely,813,813,0.02605715711401389,Research & Development,1,3,Medical,2,Male,61,61,-0.24059489675864865,3,1,Research Scientist,4,Married,2293,2293,-0.8942162144759387,0,3020,3020,-1.586603380746596,2,2.0,-0.27749991186380857,Yes,16,3,1,1,6,6.0,-0.6785426011840899,2,2,2.25,2,2,-0.8174557584840876,0.3333333333333333,0,0.0,-1.1672900203551313,2,2.0,-0.058265062621700905,0,0.0,-1.1555414685244687
43,No,Travel_Rarely,1273,1273,1.1660562319403298,Research & Development,2,2,Medical,4,Female,72,72,0.30049265298314237,4,1,Research Scientist,3,Divorced,2645,2645,-0.8194491730146486,0,21923,21923,1.069138149398002,1,1.0,-0.6778187248056703,No,12,3,4,2,6,6.0,-0.6785426011840899,3,2,3.25,5,5,-0.32778177109816264,0.8333333333333334,3,3.0,-0.339278280066091,1,1.0,-0.3685898527395261,4,4.0,-0.03450800301867408
50,Yes,Travel_Rarely,869,869,0.16483965317982627,Sales,3,2,Marketing,1,Male,86,86,0.9891495344726946,2,1,Sales Representative,3,Married,2683,2683,-0.8113777310387138,0,3810,3810,-1.4756138124868365,1,1.0,-0.6778187248056703,Yes,14,3,3,0,3,3.0,-1.0641079756295821,2,3,2.5,3,3,-0.6542310960221126,1.0,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,2,2.0,-0.5950247357715714
35,No,Travel_Rarely,890,890,0.2168830892045059,Sales,2,3,Marketing,4,Female,97,97,1.5302370842144857,3,1,Sales Representative,4,Married,2014,2014,-0.9534775910887227,0,9687,9687,-0.6499357205088542,1,1.0,-0.6778187248056703,No,13,3,1,0,2,2.0,-1.192629767111413,3,3,3.0,2,2,-0.8174557584840876,1.0,2,2.0,-0.6152821934957711,2,2.0,-0.058265062621700905,2,2.0,-0.5950247357715714
36,No,Travel_Rarely,852,852,0.12270925258841894,Research & Development,5,4,Life Sciences,2,Female,82,82,0.7923904254756797,2,1,Research Scientist,1,Married,3419,3419,-0.6550466443469253,0,13072,13072,-0.17436649448444191,9,8.5,2.324572372258293,Yes,14,3,4,1,6,6.0,-0.6785426011840899,3,4,2.75,1,1,-0.9806804209460626,0.16666666666666666,1,1.0,-0.8912861069254512,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
33,No,Travel_Frequently,1141,1141,0.8389260626423436,Sales,1,3,Life Sciences,3,Female,42,42,-1.1752006644944695,4,2,Sales Executive,1,Married,5376,5376,-0.23936738258628648,0,3193,3193,-1.5622980702289526,2,2.0,-0.27749991186380857,No,19,3,1,2,10,10.0,-0.16445543525676679,3,3,2.0,5,5,-0.32778177109816264,0.5,3,3.0,-0.339278280066091,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
35,No,Travel_Rarely,464,464,-0.8388551844389954,Research & Development,4,2,Other,3,Male,75,75,0.4480619847309036,3,1,Laboratory Technician,4,Divorced,1951,1951,-0.9668591922593514,0,10910,10910,-0.4781126293927962,1,1.0,-0.6778187248056703,No,12,3,3,1,1,1.0,-1.3211515585932438,3,3,3.25,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
27,No,Travel_Rarely,1240,1240,1.0842736896158334,Research & Development,2,4,Life Sciences,4,Female,33,33,-1.617908659737753,3,1,Laboratory Technician,1,Divorced,2341,2341,-0.8840207088221264,0,19715,19715,0.7589293307681934,1,1.0,-0.6778187248056703,No,13,3,4,1,1,1.0,-1.3211515585932438,6,3,3.0,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
26,Yes,Travel_Rarely,1357,1357,1.3742299760390484,Research & Development,25,3,Life Sciences,1,Male,48,48,-0.8800620009989472,1,1,Laboratory Technician,3,Single,2293,2293,-0.8942162144759387,0,10558,10558,-0.5275662091743599,1,1.0,-0.6778187248056703,No,12,3,3,0,1,1.0,-1.3211515585932438,2,2,2.25,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,1,1.0,-0.8752831021480201
27,No,Travel_Frequently,994,994,0.474622010469586,Sales,8,3,Life Sciences,4,Male,37,37,-1.4211495507407381,3,3,Sales Executive,3,Single,8726,8726,0.4721939495026966,0,2975,2975,-1.592925571343671,1,1.0,-0.6778187248056703,No,15,3,4,0,9,9.0,-0.29297722673859755,0,3,3.5,9,9,0.32511687874973727,1.0,8,8.0,1.0407412870823096,1,1.0,-0.3685898527395261,7,7.0,0.8062670961106719
30,No,Travel_Frequently,721,721,-0.20194265785124932,Research & Development,1,2,Medical,3,Female,58,58,-0.38816422850640986,3,2,Laboratory Technician,4,Single,4011,4011,-0.5293020746165736,0,10781,10781,-0.4962362424377442,1,1.0,-0.6778187248056703,No,23,4,4,0,12,12.0,0.09258814770689477,2,3,3.5,12,12,0.8147908661356622,1.0,8,8.0,1.0407412870823096,3,3.0,0.2520597274961243,7,7.0,0.8062670961106719
41,Yes,Travel_Rarely,1360,1360,1.3816647526140027,Research & Development,12,3,Technical Degree,2,Female,49,49,-0.8308722237496934,3,5,Research Director,3,Married,19545,16581,2.140645968475521,1,16280,16280,0.276335448524809,1,1.0,-0.6778187248056703,No,12,3,4,0,23,23.0,1.5063278540070333,0,3,3.0,22,18,1.794138840907512,0.9565217391304348,15,14.5,2.8347667243752306,15,7.5,1.6485212830263376,8,8.0,1.0865254624871206
34,No,Non-Travel,1065,1065,0.6505783894101695,Sales,23,4,Marketing,2,Male,72,72,0.30049265298314237,3,2,Sales Executive,3,Single,4568,4568,-0.41099172775879345,0,10034,10034,-0.6011846063491877,0,0.0,-1.078137537747532,No,20,4,3,0,10,10.0,-0.16445543525676679,2,3,2.75,9,9,0.32511687874973727,0.9,5,5.0,0.21272954679326922,8,7.5,1.6485212830263376,7,7.0,0.8062670961106719
37,No,Travel_Rarely,408,408,-0.9776376805048078,Research & Development,19,2,Life Sciences,2,Male,73,73,0.3496824302323961,3,1,Research Scientist,2,Married,3022,3022,-0.7393719723586645,0,10227,10227,-0.5740694333439553,4,4.0,0.5231377140199149,No,21,4,1,0,8,8.0,-0.42149901822042835,1,3,2.0,1,1,-0.9806804209460626,0.125,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
46,No,Travel_Frequently,1211,1211,1.012404182724609,Sales,5,4,Marketing,1,Male,98,98,1.5794268614637395,3,2,Sales Executive,4,Single,5772,5772,-0.15525446094233505,0,20445,20445,0.8614893115651863,4,4.0,0.5231377140199149,Yes,21,4,3,0,14,14.0,0.3496317306705563,4,3,2.75,9,9,0.32511687874973727,0.6428571428571429,6,6.0,0.48873346022294933,0,0.0,-0.6789146428573514,8,8.0,1.0865254624871206
35,No,Travel_Rarely,1229,1229,1.0570128421743343,Research & Development,8,1,Life Sciences,4,Male,36,36,-1.470339327989992,4,1,Laboratory Technician,4,Married,2269,2269,-0.8993139673028449,0,4892,4892,-1.3236002519082801,1,1.0,-0.6778187248056703,No,19,3,4,0,1,1.0,-1.3211515585932438,2,3,3.75,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,1,1.0,-0.8752831021480201
48,Yes,Travel_Rarely,626,626,-0.4373772493914667,Research & Development,1,2,Life Sciences,1,Male,98,98,1.5794268614637395,2,3,Laboratory Technician,3,Single,5381,5381,-0.2383053507473477,0,19294,19294,0.6997817254044482,9,8.5,2.324572372258293,Yes,13,3,4,0,23,23.0,1.5063278540070333,2,3,2.75,1,1,-0.9806804209460626,0.043478260869565216,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
28,Yes,Travel_Rarely,1434,1434,1.5650559081295405,Research & Development,5,4,Technical Degree,3,Male,50,50,-0.7816824465004397,3,1,Laboratory Technician,3,Single,3441,3441,-0.6503737042555946,0,11179,11179,-0.4403199789347262,1,1.0,-0.6778187248056703,Yes,13,3,3,0,2,2.0,-1.192629767111413,3,2,2.75,2,2,-0.8174557584840876,1.0,2,2.0,-0.6152821934957711,2,2.0,-0.058265062621700905,2,2.0,-0.5950247357715714
44,No,Travel_Rarely,1488,1488,1.6988818864787167,Sales,1,5,Marketing,2,Female,75,75,0.4480619847309036,3,2,Sales Executive,1,Divorced,5454,5454,-0.2227996858988415,0,4009,4009,-1.4476556807353276,5,5.0,0.9234565269617766,Yes,21,4,3,1,9,9.0,-0.29297722673859755,2,2,2.0,4,4,-0.4910064335601377,0.4444444444444444,3,3.0,-0.339278280066091,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
35,No,Non-Travel,1097,1097,0.7298826728763481,Research & Development,11,2,Medical,3,Male,79,79,0.6448210937279185,2,3,Healthcare Representative,1,Married,9884,9884,0.7181605234009183,0,8302,8302,-0.8445186977743817,2,2.0,-0.27749991186380857,Yes,13,3,3,1,10,10.0,-0.16445543525676679,3,3,2.5,4,4,-0.4910064335601377,0.4,0,0.0,-1.1672900203551313,2,2.0,-0.058265062621700905,3,3.0,-0.31476636939512276
26,No,Travel_Rarely,1443,1443,1.5873602378544032,Sales,23,3,Marketing,3,Female,47,47,-0.9292517782482008,2,2,Sales Executive,4,Married,4157,4157,-0.4982907449195612,0,21436,21436,1.0007179978252136,7,7.0,1.7240941528455003,Yes,19,3,3,1,5,5.0,-0.8070643926659207,2,2,3.0,2,2,-0.8174557584840876,0.4,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
33,No,Travel_Frequently,515,515,-0.7124639826647734,Research & Development,1,2,Life Sciences,1,Female,98,98,1.5794268614637395,3,3,Research Director,4,Single,13458,13458,1.4773008818743587,0,15146,15146,0.11701624547852145,1,1.0,-0.6778187248056703,Yes,12,3,3,0,15,15.0,0.4781535221523871,1,3,2.75,15,15,1.3044648535215873,1.0,14,14.0,2.6967647676603903,8,7.5,1.6485212830263376,12,12.0,2.207558927992915
